Title,Text,
mã ngành Công nghệ kỹ thuật Xây dựng tại daklak,7510103DL,
mã ngành Công nghệ thực phẩm,7540101,
mã ngành Công nghệ thực phẩm tại daklak,7540101DL,
mã ngành Nông nghiệp - Nông nghiệp công nghệ cao,7620101,
mã ngành Nông nghiệp - Nông nghiệp công nghệ cao tại daklak,7620101DL,
mã ngành Logistics và quản lý chuỗi cung ứng,7510605,
mã ngành Logistics và quản lý chuỗi cung ứng tại daklak,7510605DL,
mã ngành Ngôn ngữ Anh,7220201,
mã ngành Ngôn ngữ Anh tại daklak,7220201DL,
mã ngành Ngôn ngữ Trung Quốc,7220204,
mã ngành Ngôn ngữ Trung Quốc tại daklak,7220204DL,
mã ngành Ngôn ngữ Nhật,7220209,
mã ngành Ngôn ngữ Hàn Quốc,7220210,
mã ngành Thiết kế thời trang,7210404,
mã ngành Quan hệ quốc tế,7310206,
mã ngành Quan hệ quốc tế tại daklak,7310206DL,
mã ngành Truyền thông đa phương tiện,7320104,
mã ngành Truyền thông đa phương tiện tại daklak,7320104DL,
mã ngành Quản trị kinh doanh,7340101,
mã ngành Quản trị kinh doanh tại daklak,7340101DL,
mã ngành Marketing,7340115,
mã ngành Marketing  tại daklak,7340115DL,
mã ngành Digital Marketing,7340115,
mã ngành Digital Marketing tại daklak,7340115DL,
mã ngành Kinh doanh quốc tế,7340120,
mã ngành Thương mại điện tử,7340122,
mã ngành Thương mại điện tử tại daklak,7340122DL,
mã ngành Kế toán,7340301,
mã ngành Kế toán tại daklak,7340301DL,
mã ngành  Tài chính - Ngân hàng,7340201,
mã ngành  Tài chính - Ngân hàng tại daklak,7340201DL,
mã ngành Quản trị nhân lực,7340404,
mã ngành Quản trị văn phòng,7340406,
mã ngành Luật kinh tế,7380107,
mã ngành Luật,7380101,
mã ngành Quản trị khách sạn,7810201,
mã ngành Quản trị khách sạn tại daklak,7810201DL,
mã ngành Quản trị dv du lịch và lữ hành,7810103,
mã ngành Quản trị dv du lịch và lữ hành tại daklak,7810103DL,
mã ngành Quản trị nhà hàng và, dv ăn uống7810202,
Đăng ký nhận tư vấn:,"Để được tư vấn chi tiết hơn, thí sinh liên hệ tại đây: https://www.facebook.com/dongatuyensinh",
THÔNG TIN LIÊN HỆ,"Đại học Đông Á - Đà Nẵng

Trung tâm Tuyển sinh, Trường Đại học Đông Á
33 Xô Viết Nghệ Tĩnh, phường Hòa Cường Nam, quận Hải Châu, TP. Đà Nẵng
Điện thoại: 0236.3519.991 - 0236.3519.929 - 0236.3531.332
Hotline: 0981 326 327
Website: donga.edu.vn
Email: phongtuyensinh@donga.edu.vn

THÔNG TIN LIÊN HỆ

Đại học Đông Á - Đà Nẵng

Trung tâm Tuyển sinh, Trường Đại học Đông Á
33 Xô Viết Nghệ Tĩnh, phường Hòa Cường Nam, quận Hải Châu, TP. Đà Nẵng
Điện thoại: 0236.3519.991 - 0236.3519.929 - 0236.3531.332
Hotline: 0981 326 327
Website: donga.edu.vn
Email: phongtuyensinh@donga.edu.vn
Phân hiệu Đại học Đông Á tại Đắk Lắk

Địa chỉ:  40 Phạm Hùng, Phường Tân An,  TP. Buôn Ma Thuột, tỉnh Đắk Lắk
Điện thoại: 0262.351.8989 – 0967089289
Website: daklak.donga.edu.vn
Email: tuyensinhdaklak@donga.edu.vn",
THÔNG TIN LIÊN HỆ tại phân hiệu daklak,"Phân hiệu Đại học Đông Á tại Đắk Lắk

Địa chỉ:  40 Phạm Hùng, Phường Tân An,  TP. Buôn Ma Thuột, tỉnh Đắk Lắk
Điện thoại: 0262.351.8989 – 0967089289
Website: daklak.donga.edu.vn
Email: tuyensinhdaklak@donga.edu.vn",
XEM THÊM CÁC THÔNG TIN HỮU ÍCH KHÁC,"NGÂN HÀNG ĐỀ THI: https://donga.edu.vn/tuyensinh/on-thi/luyen-thi-thpt-qg
LÝ DO CHỌN ĐẠI HỌC ĐÔNG Á: https://donga.edu.vn/vi-vn/tuyensinh/tu-van/ly-do-chon-dai-hoc-dong-a
MÔI TRƯỜNG HỌC TẬP: https://donga.edu.vn/Moi-truong-hoc-tap
TRẮC NGHIỆM NGÀNH NGHỀ: https://donga.edu.vn/tuyensinh/huong-nghiep/trac-nghiem-holland
CƠ HỘI VIỆC LÀM: https://donga.edu.vn/viec-lam-dau-ra
SỨC HẤP DẪN NGÀNH ĐÀO TẠO: https://donga.edu.vn/viec-lam-dau-ra",
tuyển sinh đại học vừa làm vừa học của Đại học Đông Á Đà Nẵng,"Tuyển sinh vào Đại học vừa làm vừa học năm 2022, Đại học Đông Á - Đà Nẵng thực hiện 2 phương thức xét tuyển vào tất cả các khối ngành: Sức khỏe, Sư phạm, Kinh doanh - quản lý, Pháp luật, Ngôn ngữ và văn hóa, Du lịch - khách sạn, Máy tính và công nghệ thông tin, Công nghệ - kỹ thuật
Tất cả thí sinh đã tốt nghiệp THPT hoặc tương đương trên cả nước đều có thể tham gia xét tuyển vào Đại học Đông Á theo cả 2 phương thức này. ",
Chi tiết phương thức tuyển sinh đại vừa làm vừa học," PHƯƠNG THỨC TUYỂN SINH: Thí sinh chọn 1 hoặc cả 2 phương thức để xét tuyển (XT) - MÃ TRƯỜNG: DAD
1. XÉT KẾT QUẢ HỌC TẬP THPT (HỌC BẠ)
1.1. Xét điểm trung bình 3 năm
Điểm XT = TBC lớp 10 + TBC lớp 11 + HK1 lớp 12 + Điểm ƯT ≥ 18.0
1.2. Xét điểm trung bình 3 học kỳ
Điểm XT = HK 1 lớp 11 + HK 2 lớp 11 + HK 1 lớp 12 + Điểm ƯT ≥ 18.0
1.3. Xét điểm trung bình 3 môn học lớp 12
Điểm XT = ĐTB môn 1 + ĐTB môn 2 + ĐTB môn 3 + Điểm ƯT ≥ 18.0
Lưu ý: Ngành GD Mầm non, GD Tiểu học ≥ 24.0
Ngành Điều dưỡng ≥ 19.5

1.4. Xét điểm trung bình năm lớp 12
Điểm XT = Điểm TBC lớp 12 + Điểm ƯT ≥ 6.0
Lưu ý: Ngành GD Mầm non, GD Tiểu học  ≥ 8.0
Ngành Điều dưỡng ≥ 6.5

2. XÉT KẾT QUẢ KỲ THI TỐT NGHIỆP THPT
2.1. Xét điểm Kỳ thi tốt nghiệp THPT
Điểm XT = Tổng điểm thi 3 môn/tổ hợp + Điểm ƯT

2.2. Xét điểm Kỳ thi tốt nghiệp THPT và điểm thi năng khiếu
Điểm XT = Tổng điểm môn/tổ hợp + Điểm thi NK + Điểm ƯT
Trường tổ chức thi năng khiếu các môn trong tổ hợp đăng ký xét tuyển: hát/múa; kể chuyện/ đọc diễn cảm. Đợt 1: 14- - 16/7; Đợt 2: 14-16/8 .
Hoặc thí sinh có thể sử dụng kết quả môn thi năng khiếu tại các trường ĐH có tổ chức thi.
Lưu ý: Điểm xét trúng tuyển vào các ngành của Trường sẽ được công bố sau khi có kết quả Kỳ thi tốt nghiệp THPT
",
"Đối tượng được tuyển thẳng, ưu tiên xét tuyển và cách xét tuyển vào Chương trình Quốc tế","Đối với phương thức xét tuyển thẳng, sẽ được thực hiện dựa trên các quy chế tuyển sinh đại học hệ chính quy và tuyển sinh cao đẳng nhóm ngành đào tạo giáo viên hệ chính quy của Bộ GD&ĐT. 
1. ĐỐI TƯỢNG XÉT TUYỂN THẲNG
Các đối tượng được xét tuyển thẳng vào các trường (theo khoản 2 Điều 7 Quy chế tuyển sinh) bao gồm:

Đối tượng 1: Anh hùng lao động trong thời kỳ kháng chiến, Anh hùng lực lượng vũ trang nhân dân, Chiến sĩ thi đua toàn quốc đã tốt nghiệp trung học phổ thông.
Đối tượng 2: Người đã trúng tuyển vào các trường ĐH, CĐ, nhưng ngay năm đó có lệnh điều động đi nghĩa vụ quân sự hoặc tham gia thanh niên xung phong và nay đã hoàn thành nghĩa vụ, được xuất ngũ mà chưa được nhận vào học ở một trường chính quy nào, được Tổng đội thanh niên xung phong hoặc cấp trung đoàn trong quân đội giới thiệu, nếu như đạt đủ các điều kiện và tiêu chuẩn về sức khỏe cũng như giấy tờ hợp lệ thì được xem xét nhận vào học tại những trường mà đã từng trúng tuyển trước đây. Nếu việc học tập bị gián đoạn trên 3 năm và các đối tượng được xét tuyển thẳng có nguyện vọng, thì được xem xét giới thiệu vào các trường dự bị để ôn tập lại trước khi vào học chương trình chính thức.
Đối tượng 3: Thí sinh trong kỳ thi chọn đội tuyển quốc gia dự thi Olympic quốc tế, Cuộc thi về khoa học, kỹ thuật quốc tế đã tốt nghiệp trung học phổ thông. Nếu những đối tượng này chưa tốt nghiệp sẽ được bảo lưu kết quả cho đến hết năm tốt nghiệp.
Đối tượng 4: Gồm các thí sinh là thành viên của đội tuyển quốc gia đã tốt nghiệp THPT, được Bộ Văn hoá, Thể thao và Du lịch xác nhận đã hoàn thành nhiệm vụ tham gia thi đấu các giải quốc tế chính thức, bao gồm: Giải vô địch thế giới, Cúp thế giới, Thế vận hội Olympic, Đại hội Thể thao châu Á (ASIAD), Cúp châu Á, Giải vô địch châu Á, Đông Nam Á, Đại hội Thể thao Đông Nam Á (SEA Games), Cúp Đông Nam Á, được xét tuyển thẳng vào các trường Đại học, Cao đẳng sư phạm thể dục, thể thao (CĐSP TDTT) hoặc các ngành TDTT theo quy định của từng trường.
Đối tượng 5: Thí sinh có năng khiếu về nghệ thuật đã tốt nghiệp THPT hoặc các trường trung cấp về năng khiếu nghệ thuật, đoạt giải chính thức trong các cuộc thi nghệ thuật quốc tế về ca, múa, nhạc, được xét tuyển thẳng vào các ngành tương ứng trình độ ĐH, CĐSP về năng khiếu, nghệ thuật; Thời gian được tính để hưởng ưu tiên là không quá 4 năm tính đến ngày dự thi hoặc xét tuyển vào trường đối với thí sinh đạt giải các ngành TDTT và năng khiếu nghệ thuật.
Đối tượng 6: Thí sinh đạt giải nhất, nhì, ba trong kỳ thi học sinh giỏi, cuộc thi khoa học, kỹ thuật cấp quốc gia, đã tốt nghiệp THPT được tuyển thẳng vào các trường ĐH theo ngành tương ứng với môn thi hoặc nội dung đề tài dự thi đã đạt giải.
Đối tượng 7: Thí sinh đạt giải khuyến khích ở kỳ thi học sinh giỏi, cuộc thi khoa học, kỹ thuật cấp quốc gia, đã tốt nghiệp THPT sẽ được xét tuyển thẳng vào CĐSP theo ngành phù hợp với môn thi hoặc nội dung đề tài dự thi đã đạt giải.
Đối tượng 8: Thí sinh đạt giải trong kỳ thi học sinh giỏi quốc gia, cuộc thi khoa học, kỹ thuật cấp quốc gia, nếu chưa tốt nghiệp THPT sẽ được bảo lưu kết quả đến hết năm tốt nghiệp.
Đối tượng 9: Thí sinh là người khuyết tật nặng và có giấy xác nhận của cơ quan có thẩm quyền.
Đối tượng 10: Đối với thí sinh nước ngoài, có nguyện vọng học tại các trường ĐH, CĐSP Việt Nam, Hiệu trưởng các trường căn cứ kết quả học tập THPT của học sinh dựa trên bảng điểm, kết quả kiểm tra kiến thức và năng lực tiếng Việt theo quy định của trường để xem xét, quyết định cho vào học.
Đối tượng 11: Thí sinh có hộ khẩu thường trú trên 3 năm, học tập 3 năm và tốt nghiệp THPT tại các huyện nghèo (học sinh học phổ thông dân tộc nội trú tính theo hộ khẩu thường trú), tính đến ngày nộp hồ sơ đăng ký xét tuyển theo quy định tại Nghị quyết số 30a/2008/NQ-CP của Chính phủ ngày 27 tháng 12 năm 2008 về Chương trình hỗ trợ giảm nghèo nhanh và bền vững đối với 61 huyện nghèo và Quyết định số 293/QĐ-TTg của Thủ tướng Chính phủ ngày 05 tháng 02 năm 2013 về việc hỗ trợ có mục tiêu từ ngân sách trung ương cho 23 huyện có tỷ lệ hộ nghèo cao được áp dụng cơ chế, chính sách đầu tư cơ sở hạ tầng theo quy định của Nghị quyết số 30a/2008/NQ-CP về Chương trình hỗ trợ giảm nghèo nhanh và bền vững đối với 61 huyện nghèo; thí sinh là người dân tộc rất ít người theo quy định hiện hành của Thủ tướng Chính phủ và thí sinh ở 20 huyện nghèo biên giới, hải đảo thuộc khu vực Tây Nam Bộ; Những thí sinh này phải học bổ sung kiến thức 1 năm (do Hiệu trưởng các trường quy định) trước khi vào học chính thức.
Đối tượng 12: Thí sinh có bằng trung cấp ngành sư phạm từ loại giỏi trở lên; nếu thuộc loại khá thì cần ít nhất 2 năm kinh nghiệm làm việc theo chuyên ngành hoặc ngành nghề đã được đào tạo, đáp ứng quy định tại khoản 1 Điều 6 của Quy chế Tuyển sinh được xét tuyển thẳng vào cùng ngành sư phạm trình độ cao đẳng.

2. ĐỐI TƯỢNG ƯU TIÊN XÉT TUYỂN
Theo khoản 2 Điều 7 Quy chế tuyển sinh, thí sinh không dùng quyền xét tuyển thẳng được ưu tiên xét tuyển vào các trường ĐH, CĐSP, gồm các đối tượng sau:

Đối tượng 1: Thí sinh đạt giải trong kỳ thi chọn học sinh giỏi quốc gia, đạt giải trong Cuộc thi khoa học, kỹ thuật cấp quốc gia và đã tốt nghiệp trung học.
Đối tượng 2: Thí sinh đạt huy chương vàng các giải vô địch hạng nhất quốc gia tổ chức một lần trong năm và thí sinh được Uỷ ban TDTT công nhận là kiện tướng quốc gia đã tham dự kỳ thi THPT, không có môn nào có kết quả dưới 1,0 điểm, được ưu tiên xét tuyển vào các trường Đại học TDTT hoặc các ngành TDTT tương ứng theo quy định của mỗi trường.
Đối tượng 3: Thí sinh đạt huy chương bạc và đồng các giải vô địch hạng nhất quốc gia tổ chức 1 lần trong năm và thí sinh được Uỷ ban TDTT công nhận là vận động viên cấp 1 quốc gia đã tham dự kỳ thi tốt nghiệp THPT, không có môn nào có kết quả dưới 1,0 sẽ được ưu tiên xét tuyển vào Cao đẳng sư phạm TDTT hoặc các ngành TDTT tương ứng của các trường.
Đối tượng 4: Thí sinh năng khiếu nghệ thuật đã tốt nghiệp THPT hoặc tốt nghiệp trung cấp các trường năng khiếu nghệ thuật, đạt giải trong các cuộc thi nghệ thuật chuyên nghiệp toàn quốc về ca hát, múa, nhạc đã tham dự kỳ thi tốt nghiệp THPT, không có môn nào có kết quả dưới 1,0 điểm sẽ được các trường ĐH và CĐSP ưu tiên xét tuyển theo quy định của từng trường; Thời gian được tính để hưởng ưu tiên cho những thí sinh đạt giải các ngành TDTT, năng khiếu nghệ thuật là không quá 4 năm tính đến ngày dự thi hoặc xét tuyển vào trường.
",
LÀM SAO ĐỂ XÉT TUYỂN THẲNG VÀO CÁC CHƯƠNG TRÌNH CỬ NHÂN QUỐC TẾ?,"ĐỂ XÉT TUYỂN THẲNG VÀO CÁC CHƯƠNG TRÌNH CỬ NHÂN QUỐC TẾ GỒM CÁC BƯỚC SAU:
1. Đăng ký trực tuyến tại địa chỉ: https://donga.edu.vn/tuyensinh/dang-ky

2. Đăng ký dựa theo hồ sơ và hướng dẫn của Bộ GD&ĐT, nộp trực tiếp tại trường THPT (xét kết quả thi THPT & xét tuyển thẳng)

3. Thí sinh gửi hồ sơ xét tuyển thông qua đường Bưu điện

4. Đăng ký hồ sơ trực tiếp tại Trường Đại học Đông Á

5. Đăng ký qua zalo: 0981326327",
THÔNG TIN LIÊN HỆ XÉT TUYỂN CHUONG TRÌNH CỬ NHÂN QUỐC TÊ,"Hotline: 02363.566.888 - 0855.311.211

Email: international@donga.edu.vn

Khoa Sau Đại học và Đào tạo Quốc tế - Đại học Đông Á, Đà nẵng (Phòng 311A)",
tuyển sinh đào tạo liên thông đại học,"1. Đối tượng tuyển sinh:
- Thí sinh đã tốt nghiệp một trong những loại văn bằng sau:
+ Đã tốt nghiệp trình độ trung cấp và tốt nghiệp THPT;
+ Đã tốt nghiệp trình độ cao đẳng, đại học;
- Thí sinh đăng ký dự tuyển khi trúng tuyển, được xét công nhận kết quả học tập, chuyển đổi tín chỉ và miễn trừ học phần (môn học) theo quy định của Trường.


2. Phạm vi tuyển sinh: Tuyển sinh trong cả nước.


3. Ngành/chuyên ngành đào tạo gồm:
- DƯỢC HỌC trình độ đào tạo dược sĩ mã ngành 7720201
- ĐIỀU DƯỠNG (Đa khoa/ Sản khoa) trình độ đào tạo cử nhân mã ngành 7720301
- DINH DƯỠNG trình độ đào tạo cử nhân mã ngành 7720401
- CÔNG NGHỆ THÔNG TIN trình độ đào tạo Kỹ sư mã ngành 7480201
- CÔNG NGHỆ KT ĐIỆN - ĐIỆN TỬ trình độ đào tạo Kỹ sư mã ngành 7510301
- CÔNG NGHỆ KT ĐIỀU KHIỂN VÀ TỰ ĐỘNG HÓA trình độ đào tạo Kỹ sư mã ngành 7510303
- CÔNG NGHỆ KT Ô TÔ trình độ đào tạo Kỹ sư mã ngành 7510205
- CÔNG NGHỆ KT XÂY DỰNG trình độ đào tạo Kỹ sư mã ngành 7510103
- CÔNG NGHỆ THỰC PHẨM trình độ đào tạo cử nhân mã ngành 7540101
- QUẢN TRỊ KINH DOANH trình độ đào tạo cử nhân mã ngành 7340101
- QUẢN TRỊ VĂN PHÒNG trình độ đào tạo cử nhân mã ngành 7340406
- QUẢN TRỊ NHÂN LỰC trình độ đào tạo cử nhân mã ngành 7340404
- KẾ TOÁN trình độ đào tạo cử nhân mã ngành 7340301
- TÂM LÝ HỌC trình độ đào tạo cử nhân mã ngành 7310401
- LUẬT trình độ đào tạo cử nhân mã ngành 7380101
- LUẬT KINH TẾ trình độ đào tạo cử nhân mã ngành 	7380107
- NGÔN NGỮ ANH trình độ đào tạo cử nhân mã ngành 7220201
- TÀI CHÍNH – NGÂN HÀNG trình độ đào tạo cử nhân mã ngành 7340201


4. Phương thức tuyển sinh:  Xét tuyển
Thí sinh đạt một trong các điều kiện sau đây:
- Kết quả học tập trung bình chung toàn khóa bậc trung cấp, cao đẳng, đại học đạt từ 5.0 trở lên (tính theo thang điểm 10) hoặc từ 2.0 trở lên (tính theo thang điểm 4).
- Kết quả thi tốt nghiệp THPT (Điểm trung bình của 3 môn dùng để xét tuyển ≥ 5.0) hoặc kết quả học bạ THPT (Điểm trung bình chung năm lớp 12 ≥ 6.0 hoặc Điểm trung bình 3 học kỳ: HK 1 lớp 11 + HK 2 lớp 11 + HK 1 lớp 12 + Điểm (ƯT + KV) ≥ 18.0).
Lưu ý: 
* Đối với ngành Dược: Phải đạt một trong các tiêu chí sau:
- Tốt nghiệp trình độ trung cấp, cao đẳng đạt loại giỏi trở lên;
- Tốt nghiệp trình độ trung cấp, cao đẳng, đạt loại khá và có 3 năm kinh nghiệm công tác đúng với chuyên môn đào tạo.
- Học lực lớp 12 đạt loại giỏi trở lên hoặc điểm trung bình chung các môn văn hóa cấp THPT đạt từ 8,0 trở lên;
- Tốt nghiệp THPT loại giỏi trở lên hoặc học lực lớp 12 đạt loại khá và có 3 năm kinh nghiệm công tác đúng với chuyên môn đào tạo (Điểm trung bình chung năm lớp 12 + Điểm (ƯT + KV) ≥ 8.0;
* Đối với ngành Điều dưỡng: Thí sinh đạt một trong các điều kiện sau đây:
- Tốt nghiệp trình độ trung cấp, cao đẳng đạt loại khá trở lên;
 - Học lực lớp 12 đạt loại khá hoặc điểm trung bình chung các môn văn hóa cấp THPT đạt từ 6,5 trở lên;
- Tốt nghiệp THPT loại khá, hoặc có học lực lớp 12 đạt loại trung bình và có 5 năm kinh nghiệm công tác đúng với chuyên môn đào tạo. (Điểm trung bình chung năm lớp 12 + Điểm (ƯT + KV) ≥ 6.5;

7. Nguyên tắc xét tuyển: Lấy thí sinh có điểm xét tuyển từ cao đến thấp cho đến đủ chỉ tiêu.

8. Chính sách ưu tiên trong tuyển sinh
Thí sinh hướng chính sách ưu tiên khu vực và đối tượng theo Quy chế tuyển sinh đại học hiện hành.
- Khu vực 1 (KV1) cộng 0,75 điểm.
- Khu vực 2 nông thôn (KV2-NT) cộng 0,5 điểm.
- Khu vực 2 (KV2) là 0,25 điểm.
- Đối tượng 07 mức điểm ưu tiên là 1.0 điểm: Y tá, dược tá, hộ lý, y sĩ, điều dưỡng viên, hộ sinh viên, kỹ thuật viên, người có bằng trung cấp Dược đã công tác đủ 3 năm trở lên dự tuyển vào đúng ngành tốt nghiệp thuộc lĩnh vực sức khỏe.

Thí sinh thuộc nhiều diện đối tượng chính sách quy định sẽ chỉ được tính một mức điểm ưu tiên cao nhất.
Thời gian nhận hồ sơ xét tuyển: Nhà trường chưa công bố",
thời gian học tập liên thông,Thời gian học tập: Từ 17h45 các ngày trong tuần hoặc thứ Bảy và Chủ nhật.,
